"lang","file","core_extended","speaker",wd_ID,wd,"start","end",mc-zero,"ref","tx","ft","mb_ID","mb","doreco-mb-algn","ps","gl","ph_ID","ph","refind","isnref"
"taba1259","doreco_taba1259_mc_tabasaran_work",core,"TS01",w005064,"<p:>",223.249,223.924,"<p:>","<p:>","<p:>","<p:>","m008240","<p:>","<p:>","<p:>","<p:>","p019077","<p:>","<p:>","<p:>"
"taba1259","doreco_taba1259_mc_tabasaran_work",core,"TS01",w005065,"<<ui>tːolkːa>",223.924,224.364,"## _ _","0055_DoReCo_doreco_taba1259_mc_tabasaran_work","tːolkːa sab k’urzavuz k’ur, qaˁl ʁuˁb daribšri k’ur, qaˤl ʁuˤb daribšri k’ur, sar sar.ika","I'll tell you only one thing, let's not be angry with each other.","m008241","tːolkːa","****","other","only","p019078","<<ui>tːolkːa>","****","****"
"taba1259","doreco_taba1259_mc_tabasaran_work",core,"TS01",w005066,"sab",224.364,224.784,"****","0055_DoReCo_doreco_taba1259_mc_tabasaran_work","tːolkːa sab k’urzavuz k’ur, qaˁl ʁuˁb daribšri k’ur, qaˤl ʁuˤb daribšri k’ur, sar sar.ika","I'll tell you only one thing, let's not be angry with each other.","m008242 m008243","sa b","**** ****","np:p","one NSG","p019079 p019080 p019081","s a b","****","****"
"taba1259","doreco_taba1259_mc_tabasaran_work",core,"TS01",w005067,"k’urzavuz",224.784,225.214,"0.1:a 0020 _ | 0.2:g 0004 _","0055_DoReCo_doreco_taba1259_mc_tabasaran_work","tːolkːa sab k’urzavuz k’ur, qaˁl ʁuˁb daribšri k’ur, qaˤl ʁuˤb daribšri k’ur, sar sar.ika","I'll tell you only one thing, let's not be angry with each other.","m008244 m008245 m008246 m008247 m008248","k’ ur za vu z","**** **** **** **** ****","v:pred==rv-pro_a_a==rv-pro_2_g","say FUT 1SG:AG 2SG DAT","p019082 p019083 p019084 p019085 p019086 p019087 p019088 p019089","k_> u r z a v u z","****","****"
"taba1259","doreco_taba1259_mc_tabasaran_work",core,"TS01",w005068,"k’ur",225.214,225.474,"****","0055_DoReCo_doreco_taba1259_mc_tabasaran_work","tːolkːa sab k’urzavuz k’ur, qaˁl ʁuˁb daribšri k’ur, qaˤl ʁuˤb daribšri k’ur, sar sar.ika","I'll tell you only one thing, let's not be angry with each other.","m008249","k’ur","****","other","CIT","p019090 p019091 p019092","k_> u r","****","****"
"taba1259","doreco_taba1259_mc_tabasaran_work",core,"TS01",w005069,"<p:>",225.474,226.331,"<p:>","0055_DoReCo_doreco_taba1259_mc_tabasaran_work","tːolkːa sab k’urzavuz k’ur, qaˁl ʁuˁb daribšri k’ur, qaˤl ʁuˤb daribšri k’ur, sar sar.ika","I'll tell you only one thing, let's not be angry with each other.","m008250","<p:>","<p:>","<p:>","<p:>","p019093","<p:>","<p:>","<p:>"
"taba1259","doreco_taba1259_mc_tabasaran_work",core,"TS01",w005070,"qaˁl",226.331,226.585,"##ds.neg _ _","0055_DoReCo_doreco_taba1259_mc_tabasaran_work","tːolkːa sab k’urzavuz k’ur, qaˁl ʁuˁb daribšri k’ur, qaˤl ʁuˤb daribšri k’ur, sar sar.ika","I'll tell you only one thing, let's not be angry with each other.","m008251","qaˁl","****","np:s","anger(ABS)","p019094 p019095 p019096","q a_?\ l","****","****"
"taba1259","doreco_taba1259_mc_tabasaran_work",core,"TS01",w005071,"ʁuˁb",226.585,226.711,"****","0055_DoReCo_doreco_taba1259_mc_tabasaran_work","tːolkːa sab k’urzavuz k’ur, qaˁl ʁuˁb daribšri k’ur, qaˤl ʁuˤb daribšri k’ur, sar sar.ika","I'll tell you only one thing, let's not be angry with each other.","m008252 m008253","ʁuˁ b","**** ****","v:pred","come NSG","p019097 p019098 p019099","R u_?\ b","****","****"
"taba1259","doreco_taba1259_mc_tabasaran_work",core,"TS01",w005072,"daribšri",226.711,227.184,"****","0055_DoReCo_doreco_taba1259_mc_tabasaran_work","tːolkːa sab k’urzavuz k’ur, qaˁl ʁuˁb daribšri k’ur, qaˤl ʁuˤb daribšri k’ur, sar sar.ika","I'll tell you only one thing, let's not be angry with each other.","m008254 m008255 m008256","dar i<b>š ri","**** **** ****","rv_aux","NEG <NSG>become JUSS","p019100 p019101 p019102 p019103 p019104 p019105 p019106 p019107","d a r i b S r i","****","****"
"taba1259","doreco_taba1259_mc_tabasaran_work",core,"TS01",w005073,"k’ur",227.184,227.469,"****","0055_DoReCo_doreco_taba1259_mc_tabasaran_work","tːolkːa sab k’urzavuz k’ur, qaˁl ʁuˁb daribšri k’ur, qaˤl ʁuˤb daribšri k’ur, sar sar.ika","I'll tell you only one thing, let's not be angry with each other.","m008257","k’ur","****","other","CIT","p019108 p019109 p019110","k_> u r","****","****"
"taba1259","doreco_taba1259_mc_tabasaran_work",core,"TS01",w005074,"<p:>",227.469,227.884,"<p:>","0055_DoReCo_doreco_taba1259_mc_tabasaran_work","tːolkːa sab k’urzavuz k’ur, qaˁl ʁuˁb daribšri k’ur, qaˤl ʁuˤb daribšri k’ur, sar sar.ika","I'll tell you only one thing, let's not be angry with each other.","m008258","<p:>","<p:>","<p:>","<p:>","p019111","<p:>","<p:>","<p:>"
"taba1259","doreco_taba1259_mc_tabasaran_work",core,"TS01",w005075,"qaˤl",227.884,228.151,"##ds.neg _ _","0055_DoReCo_doreco_taba1259_mc_tabasaran_work","tːolkːa sab k’urzavuz k’ur, qaˁl ʁuˁb daribšri k’ur, qaˤl ʁuˤb daribšri k’ur, sar sar.ika","I'll tell you only one thing, let's not be angry with each other.","m008259","qaˤl","****","np:s","anger(ABS)","p019112 p019113 p019114","q a_?\ l","****","****"
"taba1259","doreco_taba1259_mc_tabasaran_work",core,"TS01",w005076,"ʁuˤb",228.151,228.337,"****","0055_DoReCo_doreco_taba1259_mc_tabasaran_work","tːolkːa sab k’urzavuz k’ur, qaˁl ʁuˁb daribšri k’ur, qaˤl ʁuˤb daribšri k’ur, sar sar.ika","I'll tell you only one thing, let's not be angry with each other.","m008260 m008261","ʁuˤ b","**** ****","v:pred","come NSG","p019115 p019116 p019117","R u_?\ b","****","****"
"taba1259","doreco_taba1259_mc_tabasaran_work",core,"TS01",w005077,"daribšri",228.337,228.734,"****","0055_DoReCo_doreco_taba1259_mc_tabasaran_work","tːolkːa sab k’urzavuz k’ur, qaˁl ʁuˁb daribšri k’ur, qaˤl ʁuˤb daribšri k’ur, sar sar.ika","I'll tell you only one thing, let's not be angry with each other.","m008262 m008263 m008264","dar i<b>š ri","**** **** ****","rv_aux","NEG <NSG>become JUSS","p019118 p019119 p019120 p019121 p019122 p019123 p019124 p019125","d a r i b S r i","****","****"
"taba1259","doreco_taba1259_mc_tabasaran_work",core,"TS01",w005078,"k’ur",228.734,228.854,"****","0055_DoReCo_doreco_taba1259_mc_tabasaran_work","tːolkːa sab k’urzavuz k’ur, qaˁl ʁuˁb daribšri k’ur, qaˤl ʁuˤb daribšri k’ur, sar sar.ika","I'll tell you only one thing, let's not be angry with each other.","m008265","k’ur","****","other","CIT","p019126 p019127 p019128","k_> u r","****","****"
"taba1259","doreco_taba1259_mc_tabasaran_work",core,"TS01",w005079,"sar",228.854,229.004,"****","0055_DoReCo_doreco_taba1259_mc_tabasaran_work","tːolkːa sab k’urzavuz k’ur, qaˁl ʁuˁb daribšri k’ur, qaˤl ʁuˤb daribšri k’ur, sar sar.ika","I'll tell you only one thing, let's not be angry with each other.","m008266 m008267","sa r","**** ****","refl.h:obl","one HSG","p019129 p019130 p019131","s a r","0034","****"
"taba1259","doreco_taba1259_mc_tabasaran_work",core,"TS01",w005080,"sarika",229.004,229.454,"****","0055_DoReCo_doreco_taba1259_mc_tabasaran_work","tːolkːa sab k’urzavuz k’ur, qaˁl ʁuˁb daribšri k’ur, qaˤl ʁuˤb daribšri k’ur, sar sar.ika","I'll tell you only one thing, let's not be angry with each other.","m008268 m008269 m008270 m008271","sa r.i k a","**** **** **** ****","rn","one HSG CONT ELAT","p019132 p019133 p019134 p019135 p019136 p019137","s a r i k a","****","****"
"taba1259","doreco_taba1259_mc_tabasaran_work",core,"TS01",w005081,"<p:>",229.454,229.917,"<p:>","<p:>","<p:>","<p:>","m008272","<p:>","<p:>","<p:>","<p:>","p019138","<p:>","<p:>","<p:>"
"taba1259","doreco_taba1259_mc_tabasaran_work",core,"TS01",w005082,"ibšri",229.917,230.322,"## _ _","0056_DoReCo_doreco_taba1259_mc_tabasaran_work","ibšri k’ur pirim.ǯi","Alright, Pirim said.","m008273 m008274","i<b>š ri","**** ****","other","<NSG>become JUSS","p019139 p019140 p019141 p019142 p019143","i b S r i","****","****"
"taba1259","doreco_taba1259_mc_tabasaran_work",core,"TS01",w005083,"k’ur",230.322,230.523,"****","0056_DoReCo_doreco_taba1259_mc_tabasaran_work","ibšri k’ur pirim.ǯi","Alright, Pirim said.","m008275 m008276","k’ ur","**** ****","v:pred","say FUT","p019144 p019145 p019146","k_> u r","****","****"
"taba1259","doreco_taba1259_mc_tabasaran_work",core,"TS01",w005084,"pirimǯi",230.523,231.032,"****","0056_DoReCo_doreco_taba1259_mc_tabasaran_work","ibšri k’ur pirim.ǯi","Alright, Pirim said.","m008277","pirim.ǯi","****","pn_np.h:a_ds","Pirim(ERG)","p019147 p019148 p019149 p019150 p019151 p019152 p019153","p i r i m dZ i","0004","****"
"taba1259","doreco_taba1259_mc_tabasaran_work",core,"TS01",w005085,"<p:>",231.032,231.742,"<p:>","<p:>","<p:>","<p:>","m008278","<p:>","<p:>","<p:>","<p:>","p019154","<p:>","<p:>","<p:>"
"taba1259","doreco_taba1259_mc_tabasaran_work",core,"TS01",w005086,"fu",231.742,231.872,"##ds _ _","0057_DoReCo_doreco_taba1259_mc_tabasaran_work","fu gaf vujav k’ur.","Why are you saying these words?","m008279","fu","****","intrg_other:pred","what","p019155 p019156","f u","****","****"
"taba1259","doreco_taba1259_mc_tabasaran_work",core,"TS01",w005087,"gaf",231.872,231.992,"****","0057_DoReCo_doreco_taba1259_mc_tabasaran_work","fu gaf vujav k’ur.","Why are you saying these words?","m008280","gaf","****","np:s","word(ABS)","p019157 p019158 p019159","g a f","****","****"
"taba1259","doreco_taba1259_mc_tabasaran_work",core,"TS01",w005088,"vujav",231.992,232.152,"****","0057_DoReCo_doreco_taba1259_mc_tabasaran_work","fu gaf vujav k’ur.","Why are you saying these words?","m008281 m008282","vu jav","**** ****","cop==rn_pro.2:poss","COP 2SG:POSS","p019160 p019161 p019162 p019163 p019164","v u j a v","0020","****"
"taba1259","doreco_taba1259_mc_tabasaran_work",core,"TS01",w005089,"k’ur",232.152,232.281,"****","0057_DoReCo_doreco_taba1259_mc_tabasaran_work","fu gaf vujav k’ur.","Why are you saying these words?","m008283","****","****","****","****","p019165 p019166 p019167","k_> u r","****","****"
"taba1259","doreco_taba1259_mc_tabasaran_work",core,"TS01",w005090,"<<ui>>",232.281,232.528,"****","0057_DoReCo_doreco_taba1259_mc_tabasaran_work","fu gaf vujav k’ur.","Why are you saying these words?","m008284","****","****","****","****","p019168","<<ui>>","****","****"
"taba1259","doreco_taba1259_mc_tabasaran_work",core,"TS01",w005091,"χalla",232.528,232.743,"****","0057_DoReCo_doreco_taba1259_mc_tabasaran_work","fu gaf vujav k’ur.","Why are you saying these words?","m008285","****","****","****","****","p019169 p019170 p019171 p019172 p019173","X a l l a","****","****"
"taba1259","doreco_taba1259_mc_tabasaran_work",core,"TS01",w005092,"<<ui>>",232.743,232.838,"****","0057_DoReCo_doreco_taba1259_mc_tabasaran_work","fu gaf vujav k’ur.","Why are you saying these words?","m008286","****","****","****","****","p019174","<<ui>>","****","****"
"taba1259","doreco_taba1259_mc_tabasaran_work",core,"TS01",w005093,"k’ur",232.838,232.993,"****","0057_DoReCo_doreco_taba1259_mc_tabasaran_work","fu gaf vujav k’ur.","Why are you saying these words?","m008287","k’ur","****","other","CIT","p019175 p019176 p019177","k_> u r","****","****"
"taba1259","doreco_taba1259_mc_tabasaran_work",core,"TS01",w005094,"uzuz",232.993,233.270,"****","0058_DoReCo_doreco_taba1259_mc_tabasaran_work","****","****","m008288","****","****","****","****","p019178 p019179 p019180 p019181","u z u z","****","****"
"taba1259","doreco_taba1259_mc_tabasaran_work",core,"TS01",w005095,"uzuz",233.270,233.602,"##ds _ _ | #ds_ac_pc _ _","0059_DoReCo_doreco_taba1259_mc_tabasaran_work","uzuz ip’ru ülla, daqru χalla, uvu uzuz pulla tuvige, qaˁl haz ʁuˤruqa k’ur uzuz.","Why would I be angry if you give me food to eat, a room to sleep in, and money?","m008289 m008290","uzu z","**** ****","pro.1:g","I DAT","p019182 p019183 p019184 p019185","u z u z","0004","****"
"taba1259","doreco_taba1259_mc_tabasaran_work",core,"TS01",w005096,"ip’ru",233.602,233.854,"****","0059_DoReCo_doreco_taba1259_mc_tabasaran_work","uzuz ip’ru ülla, daqru χalla, uvu uzuz pulla tuvige, qaˁl haz ʁuˤruqa k’ur uzuz.","Why would I be angry if you give me food to eat, a room to sleep in, and money?","m008291 m008292","ip’ ru","**** ****","ln","<NSG>eat PTCP","p019186 p019187 p019188 p019189","i p_> r u","****","****"
"taba1259","doreco_taba1259_mc_tabasaran_work",core,"TS01",w005097,"ülla",233.854,234.171,"****","0059_DoReCo_doreco_taba1259_mc_tabasaran_work","uzuz ip’ru ülla, daqru χalla, uvu uzuz pulla tuvige, qaˁl haz ʁuˤruqa k’ur uzuz.","Why would I be angry if you give me food to eat, a room to sleep in, and money?","m008293 m008294","ül la","**** ****","np:p==rn","bread(ABS) ADD","p019190 p019191 p019192 p019193","y l l a","0036","****"
"taba1259","doreco_taba1259_mc_tabasaran_work",core,"TS01",w005098,"daqru",234.171,234.507,"****","0059_DoReCo_doreco_taba1259_mc_tabasaran_work","uzuz ip’ru ülla, daqru χalla, uvu uzuz pulla tuvige, qaˁl haz ʁuˤruqa k’ur uzuz.","Why would I be angry if you give me food to eat, a room to sleep in, and money?","m008295 m008296","daq ru","**** ****","rn","<HSG>part PTCP","p019194 p019195 p019196 p019197 p019198","d a q r u","****","****"
"taba1259","doreco_taba1259_mc_tabasaran_work",core,"TS01",w005099,"χalla",234.507,234.927,"****","0059_DoReCo_doreco_taba1259_mc_tabasaran_work","uzuz ip’ru ülla, daqru χalla, uvu uzuz pulla tuvige, qaˁl haz ʁuˤruqa k’ur uzuz.","Why would I be angry if you give me food to eat, a room to sleep in, and money?","m008297 m008298","χal la","**** ****","rn_np==rn","room(ABS) ADD","p019199 p019200 p019201 p019202 p019203","X a l l a","0031","****"
"taba1259","doreco_taba1259_mc_tabasaran_work",core,"TS01",w005100,"<p:>",234.927,235.403,"<p:>","0059_DoReCo_doreco_taba1259_mc_tabasaran_work","uzuz ip’ru ülla, daqru χalla, uvu uzuz pulla tuvige, qaˁl haz ʁuˤruqa k’ur uzuz.","Why would I be angry if you give me food to eat, a room to sleep in, and money?","m008299","<p:>","<p:>","<p:>","<p:>","p019204","<p:>","<p:>","<p:>"
"taba1259","doreco_taba1259_mc_tabasaran_work",core,"TS01",w005101,"<<ui>uvu>",235.403,235.497,"****","0059_DoReCo_doreco_taba1259_mc_tabasaran_work","uzuz ip’ru ülla, daqru χalla, uvu uzuz pulla tuvige, qaˁl haz ʁuˤruqa k’ur uzuz.","Why would I be angry if you give me food to eat, a room to sleep in, and money?","m008300","uvu","****","pro.2:a_pc","you.SG","p019205","<<ui>uvu>","****","****"
"taba1259","doreco_taba1259_mc_tabasaran_work",core,"TS01",w005102,"<<ui>uzuz>",235.497,235.621,"****","0059_DoReCo_doreco_taba1259_mc_tabasaran_work","uzuz ip’ru ülla, daqru χalla, uvu uzuz pulla tuvige, qaˁl haz ʁuˤruqa k’ur uzuz.","Why would I be angry if you give me food to eat, a room to sleep in, and money?","m008301","uzu","****","pro.1:g","I","p019206","<<ui>uzuz>","****","****"
"taba1259","doreco_taba1259_mc_tabasaran_work",core,"TS01",w005103,"pulla",235.621,235.926,"****","0059_DoReCo_doreco_taba1259_mc_tabasaran_work","uzuz ip’ru ülla, daqru χalla, uvu uzuz pulla tuvige, qaˁl haz ʁuˤruqa k’ur uzuz.","Why would I be angry if you give me food to eat, a room to sleep in, and money?","m008302 m008303","pul la","**** ****","rn_np==rn","money(ABS) ADD","p019207 p019208 p019209 p019210 p019211","p u l l a","0030","****"
"taba1259","doreco_taba1259_mc_tabasaran_work",core,"TS01",w005104,"tuvige",235.926,236.243,"****","0059_DoReCo_doreco_taba1259_mc_tabasaran_work","uzuz ip’ru ülla, daqru χalla, uvu uzuz pulla tuvige, qaˁl haz ʁuˤruqa k’ur uzuz.","Why would I be angry if you give me food to eat, a room to sleep in, and money?","m008304 m008305 m008306","tuv i ge","**** **** ****","v:pred","give PTCP TEMP","p019212 p019213 p019214 p019215 p019216 p019217","t u v i g e","****","****"
"taba1259","doreco_taba1259_mc_tabasaran_work",core,"TS01",w005105,"<<ui>>",236.243,236.357,"****","0059_DoReCo_doreco_taba1259_mc_tabasaran_work","uzuz ip’ru ülla, daqru χalla, uvu uzuz pulla tuvige, qaˁl haz ʁuˤruqa k’ur uzuz.","Why would I be angry if you give me food to eat, a room to sleep in, and money?","m008307","****","****","****","****","p019218","<<ui>>","****","****"
"taba1259","doreco_taba1259_mc_tabasaran_work",core,"TS01",w005106,"qaˁl",236.357,236.557,"% _ _","0059_DoReCo_doreco_taba1259_mc_tabasaran_work","uzuz ip’ru ülla, daqru χalla, uvu uzuz pulla tuvige, qaˁl haz ʁuˤruqa k’ur uzuz.","Why would I be angry if you give me food to eat, a room to sleep in, and money?","m008308","qaˁl","****","np:s","anger(ABS)","p019219 p019220 p019221","q a_?\ l","****","****"
"taba1259","doreco_taba1259_mc_tabasaran_work",core,"TS01",w005107,"<<ui>haz>",236.557,236.734,"****","0059_DoReCo_doreco_taba1259_mc_tabasaran_work","uzuz ip’ru ülla, daqru χalla, uvu uzuz pulla tuvige, qaˁl haz ʁuˤruqa k’ur uzuz.","Why would I be angry if you give me food to eat, a room to sleep in, and money?","m008309","haz","****","other","why","p019222","<<ui>haz>","****","****"
"taba1259","doreco_taba1259_mc_tabasaran_work",core,"TS01",w005108,"<<ui>ʁuˤruqa>",236.734,237.097,"****","0059_DoReCo_doreco_taba1259_mc_tabasaran_work","uzuz ip’ru ülla, daqru χalla, uvu uzuz pulla tuvige, qaˁl haz ʁuˤruqa k’ur uzuz.","Why would I be angry if you give me food to eat, a room to sleep in, and money?","m008310","ʁuˤ","****","v:pred","come","p019223","<<ui>ʁuˤruqa>","****","****"
"taba1259","doreco_taba1259_mc_tabasaran_work",core,"TS01",w005109,"k’ur",237.097,237.247,"****","0059_DoReCo_doreco_taba1259_mc_tabasaran_work","uzuz ip’ru ülla, daqru χalla, uvu uzuz pulla tuvige, qaˁl haz ʁuˤruqa k’ur uzuz.","Why would I be angry if you give me food to eat, a room to sleep in, and money?","m008311","k’ur","****","other","CIT","p019224 p019225 p019226","k_> u r","****","****"
"taba1259","doreco_taba1259_mc_tabasaran_work",core,"TS01",w005110,"uzuz",237.247,237.533,"****","0059_DoReCo_doreco_taba1259_mc_tabasaran_work","uzuz ip’ru ülla, daqru χalla, uvu uzuz pulla tuvige, qaˁl haz ʁuˤruqa k’ur uzuz.","Why would I be angry if you give me food to eat, a room to sleep in, and money?","m008312 m008313","uzu z","**** ****","pro.1:g","I DAT","p019227 p019228 p019229 p019230","u z u z","0004","****"
"taba1259","doreco_taba1259_mc_tabasaran_work",core,"TS01",w005111,"<p:>",237.533,238.018,"<p:>","<p:>","<p:>","<p:>","m008314","<p:>","<p:>","<p:>","<p:>","p019231","<p:>","<p:>","<p:>"
"taba1259","doreco_taba1259_mc_tabasaran_work",core,"TS01",w005112,"ibšri",238.018,238.378,"#nc _ _","0060_DoReCo_doreco_taba1259_mc_tabasaran_work","ibšri k’ur vujige.","If so, good.","m008315 m008316","i<b>š ri","**** ****","nc","<NSG>become JUSS","p019232 p019233 p019234 p019235 p019236","i b S r i","****","****"
"taba1259","doreco_taba1259_mc_tabasaran_work",core,"TS01",w005113,"k’ur",238.378,238.508,"****","0060_DoReCo_doreco_taba1259_mc_tabasaran_work","ibšri k’ur vujige.","If so, good.","m008317","k’ur","****","nc","CIT","p019237 p019238 p019239","k_> u r","****","****"
"taba1259","doreco_taba1259_mc_tabasaran_work",core,"TS01",w005114,"vujige",238.508,238.788,"****","0060_DoReCo_doreco_taba1259_mc_tabasaran_work","ibšri k’ur vujige.","If so, good.","m008318 m008319 m008320","vu ji ge","**** **** ****","nc","COP PTCP TEMP","p019240 p019241 p019242 p019243 p019244 p019245","v u j i g e","****","****"
"taba1259","doreco_taba1259_mc_tabasaran_work",core,"TS01",w005115,"<p:>",238.788,239.796,"<p:>","<p:>","<p:>","<p:>","m008321","<p:>","<p:>","<p:>","<p:>","p019246","<p:>","<p:>","<p:>"
"taba1259","doreco_taba1259_mc_tabasaran_work",core,"TS01",w005116,"<<ui>>",239.796,240.644,"****","0061_DoReCo_doreco_taba1259_mc_tabasaran_work","****","****","m008322","****","****","****","****","p019247","<<ui>>","****","****"
"taba1259","doreco_taba1259_mc_tabasaran_work",core,"TS01",w005117,"<p:>",240.644,240.894,"<p:>","<p:>","<p:>","<p:>","m008323","<p:>","<p:>","<p:>","<p:>","p019248","<p:>","<p:>","<p:>"
"taba1259","doreco_taba1259_mc_tabasaran_work",core,"TS01",w005118,"dip’u",240.894,241.110,"##ds _ _ | 0.2:s 0004 _ | #ds_cv _ _ | 0.h:a_cv 0004 _","0062_DoReCo_doreco_taba1259_mc_tabasaran_work","dip’u ülla, daq k’ur gač’.ni izn.iz aˁrva k’ur jicara git’nu.","Now eat the food and go to sleep, in the morning you'll yoke the oxen and go ploughing.","m008324 m008325 m008326","d ip’ u","**** **** ****","v:pred","PFV NSG+eat PCVB","p019249 p019250 p019251 p019252","d i p_> u","****","****"
"taba1259","doreco_taba1259_mc_tabasaran_work",core,"TS01",w005119,"ülla",241.110,241.366,"****","0062_DoReCo_doreco_taba1259_mc_tabasaran_work","dip’u ülla, daq k’ur gač’.ni izn.iz aˁrva k’ur jicara git’nu.","Now eat the food and go to sleep, in the morning you'll yoke the oxen and go ploughing.","m008327 m008328","ül la","**** ****","np:p==other","bread(ABS) ADD","p019253 p019254 p019255 p019256","y l l a","0036","****"
"taba1259","doreco_taba1259_mc_tabasaran_work",core,"TS01",w005120,"daq",241.366,241.616,"% _ _","0062_DoReCo_doreco_taba1259_mc_tabasaran_work","dip’u ülla, daq k’ur gač’.ni izn.iz aˁrva k’ur jicara git’nu.","Now eat the food and go to sleep, in the morning you'll yoke the oxen and go ploughing.","m008329","daq","****","v:pred","<HSG>lie(IMP)","p019257 p019258 p019259","d a q","****","****"
"taba1259","doreco_taba1259_mc_tabasaran_work",core,"TS01",w005121,"k’ur",241.616,241.866,"****","0062_DoReCo_doreco_taba1259_mc_tabasaran_work","dip’u ülla, daq k’ur gač’.ni izn.iz aˁrva k’ur jicara git’nu.","Now eat the food and go to sleep, in the morning you'll yoke the oxen and go ploughing.","m008330","k’ur","****","other","CIT","p019260 p019261 p019262","k_> u r","****","****"
"taba1259","doreco_taba1259_mc_tabasaran_work",core,"TS01",w005122,"gač’ni",241.866,242.306,"##ds _ _","0062_DoReCo_doreco_taba1259_mc_tabasaran_work","dip’u ülla, daq k’ur gač’.ni izn.iz aˁrva k’ur jicara git’nu.","Now eat the food and go to sleep, in the morning you'll yoke the oxen and go ploughing.","m008331","gač’.ni","****","np:other","morning(ERG)","p019263 p019264 p019265 p019266 p019267","g a tS_> n i","****","****"
"taba1259","doreco_taba1259_mc_tabasaran_work",core,"TS01",w005123,"izniz",242.306,242.606,"0.2:s 0004 _","0062_DoReCo_doreco_taba1259_mc_tabasaran_work","dip’u ülla, daq k’ur gač’.ni izn.iz aˁrva k’ur jicara git’nu.","Now eat the food and go to sleep, in the morning you'll yoke the oxen and go ploughing.","m008332 m008333","izn.i z","**** ****","np:g","field DAT","p019268 p019269 p019270 p019271 p019272","i z n i z","0038","new"
"taba1259","doreco_taba1259_mc_tabasaran_work",core,"TS01",w005124,"aˁrva",242.606,242.896,"****","0062_DoReCo_doreco_taba1259_mc_tabasaran_work","dip’u ülla, daq k’ur gač’.ni izn.iz aˁrva k’ur jicara git’nu.","Now eat the food and go to sleep, in the morning you'll yoke the oxen and go ploughing.","m008334 m008335 m008336","aˁ r va","**** **** ****","v:pred==rv-pro_2_s","<HSG>go FUT 2SG:AG","p019273 p019274 p019275 p019276","a_?\ r v a","****","****"
"taba1259","doreco_taba1259_mc_tabasaran_work",core,"TS01",w005125,"k’ur",242.896,243.158,"****","0062_DoReCo_doreco_taba1259_mc_tabasaran_work","dip’u ülla, daq k’ur gač’.ni izn.iz aˁrva k’ur jicara git’nu.","Now eat the food and go to sleep, in the morning you'll yoke the oxen and go ploughing.","m008337","k’ur","****","other","CIT","p019277 p019278 p019279","k_> u r","****","****"
"taba1259","doreco_taba1259_mc_tabasaran_work",core,"TS01",w005126,"<p:>",243.158,243.726,"<p:>","0062_DoReCo_doreco_taba1259_mc_tabasaran_work","dip’u ülla, daq k’ur gač’.ni izn.iz aˁrva k’ur jicara git’nu.","Now eat the food and go to sleep, in the morning you'll yoke the oxen and go ploughing.","m008338","<p:>","<p:>","<p:>","<p:>","p019280","<p:>","<p:>","<p:>"
"taba1259","doreco_taba1259_mc_tabasaran_work",core,"TS01",w005127,"jicara",243.726,244.076,"#ds_cv _ _ | 0.2:a_cv 0004 _","0062_DoReCo_doreco_taba1259_mc_tabasaran_work","dip’u ülla, daq k’ur gač’.ni izn.iz aˁrva k’ur jicara git’nu.","Now eat the food and go to sleep, in the morning you'll yoke the oxen and go ploughing.","m008339 m008340 m008341","jic ar a","**** **** ****","np:p==other","ox PL(ABS) ADD","p019281 p019282 p019283 p019284 p019285 p019286","j i ts a r a","0039","new"
"taba1259","doreco_taba1259_mc_tabasaran_work",core,"TS01",w005128,"git’nu",244.076,244.461,"****","0062_DoReCo_doreco_taba1259_mc_tabasaran_work","dip’u ülla, daq k’ur gač’.ni izn.iz aˁrva k’ur jicara git’nu.","Now eat the food and go to sleep, in the morning you'll yoke the oxen and go ploughing.","m008342 m008343","git’ nu","**** ****","v:pred","<PL>yoke PCVB","p019287 p019288 p019289 p019290 p019291","g i t_> n u","****","****"
"taba1259","doreco_taba1259_mc_tabasaran_work",core,"TS01",w005129,"<p:>",244.461,246.340,"<p:>","<p:>","<p:>","<p:>","m008344","<p:>","<p:>","<p:>","<p:>","p019292","<p:>","<p:>","<p:>"
"taba1259","doreco_taba1259_mc_tabasaran_work",core,"TS01",w005130,"daqru",246.340,246.670,"## _ _","0063_DoReCo_doreco_taba1259_mc_tabasaran_work","daqru pirim givnu k’ul.ig χlara.","Pirim lay down and put his hands under his head.","m008345 m008346","daq ru","**** ****","v:pred","<HSG>lie FUT","p019293 p019294 p019295 p019296 p019297","d a q r u","****","****"
"taba1259","doreco_taba1259_mc_tabasaran_work",core,"TS01",w005131,"pirim",246.670,247.127,"****","0063_DoReCo_doreco_taba1259_mc_tabasaran_work","daqru pirim givnu k’ul.ig χlara.","Pirim lay down and put his hands under his head.","m008347","pirim","****","pn_np.h:s","Pirim(ABS)","p019298 p019299 p019300 p019301 p019302","p i r i m","0004","****"
"taba1259","doreco_taba1259_mc_tabasaran_work",core,"TS01",w005132,"<p:>",247.127,248.050,"<p:>","0063_DoReCo_doreco_taba1259_mc_tabasaran_work","daqru pirim givnu k’ul.ig χlara.","Pirim lay down and put his hands under his head.","m008348","<p:>","<p:>","<p:>","<p:>","p019303","<p:>","<p:>","<p:>"
